premise,hypothesis,label
Two men wearing bright green shirts are looking for something by a bush.,Two women are looking for something.,4
Men wearing lime green shirts work behind a chain link fence.,Women wearing lime green shirts work behind a chain link fence.,4
Two dogs look at one another outside.,Four dogs look at one another inside.,4
Two small dogs run across the green grass.,Two large dogs run across the sidewalk.,4
A man in a white jacket standing in front of an older woman in a white jacket playing crochet.,The man was wearing a black jacket.,4
An elderly man playing guitar on stage.,An elderly woman playing guitar on stage.,4
Beautiful young lady striking an artistic pose.,The woman is old.,4
A large woman in a blue jacket is looking irritated.,a slim woman is enjoying her blue jacket.,4
A group of people sitting at an outdoor table eating food and drinking alcoholic beverages.,The people are inside at the dining room table.,4
A woman in a black jacket is talking to a man who's wearing white sneakers next to a yellow building.,The woman is talking to another woman.,4
A group of adults in casual dress sit down to eat a barbecued meal.,The children are eating the meal.,4
Two people are facing each other on the corner of a street.,The two people are standing back to back.,4
A woman in black sips a drink as she looks at the people above her.,A woman in black sips a drink as she looks at the dogs below her.,4
"Many people wearing red and white are walking in the street as another lady, wearing a red blouse, watches from above holding a drink.",The people are all nude.,4
Several people are standing in a fenced in area.,A few people are sitting down in a fenced area.,4
Two dogs are running away from the camera through shrubs and grass.,The dogs are running towards the camera.,4
"Girls wearing a blue dress holding a thin, long, blue fabric while one girl is smiling and pointing to the camera.",A man holding fabric while a girl is smiling and pointing to the camera.,4
A swimmer is emerging from the water,The swimmer is drowning.,4
Two people are outside walking through the snow.,The people are inside.,4
A young woman is drawing with a Sharpie marker.,The woman is old,4
A military man walks in front of a procession of people during a parade.,A man walks behind the parade.,4
A little girl smiling in a colorful knitted hat.,The little girl is angry,4
2 people walking up a set of stairs in the city.,People walking down stairs.,4
A man walking a dog and a young girl climb the stairs to a red bridge in a city.,A woman walking a dog and a young girl climb the stairs to a red bridge in a city.,4
A man wearing green shoes lounges outdoors.,A man sits indoors.,4
A man wearing cutoff jeans and green shoes sits with one leg crossed across the other one.,A man is shoeless.,4
A little girl smiles as she slides down a tube on a sunny day.,A little girl is crying as she slides down a tube.,4
A man in a blue shirt walking outside the house.,A man is walking around inside his house.,4
"Three soldiers are speaking in front of a playground, while others look on.",The soldiers are silent.,4
"Adolescent white man with black hair, black pants, and a white and black polka-dotted shirt holding and singing into a microphone.",A white man has white hair.,4
A man in a brown jacket standing in front of an open porch door.,The man is sitting down.,4
fully clothed adults splash each other as they play in water.,The adults are naked.,4
Three men stand around in bright solid colored shirts and colorful hats.,The three men are wearing to much dark clothes.,4
A blond headed toddler walking with a red piece of paper in hand.,An adult is walking with a red piece of paper in hand.,4
A woman walking down the side of a highway.,The man is walking down the highway.,4
A woman in a green shorts speaks into a microphone.,A man in green shorts speaks into a microphone.,4
a fat lady feeding her young daughter.,The lady is skinny.,4
A man is standing in front of a motor-scooter holding up a picture.,A man sitting at the back of scooter,4
Many people have arms lifted in a crowd.,Many people crossed their arms in the scarce crowd.,4
A canoe of children is floating in the water with one boy rowing.,the canoe is sunken,4
A boy in blue slides down a tan slide.,A girl in blue slides down a tan slide.,4
"People standing together under a ""start"" banner in the street.",people are sitting,4
"A male chief in a restaurant kitchen, with a black hat on and a frying pain in his left hand, pouring the contents in the pain into bowels.",A female chief in a kitchen.,4
There is a homeless man outside this building.,There is a rich man outside this building.,4
A man sitting in a rowboat,a man is standing in a boat,4
Two guards are sitting near an entrance.,Two guards are standing at the exit.,4
Two people with blue pants and yellow safety vests sit at an open gate on a red and blue wall.,Two people sit on a closed gate.,4
A tan dog shaking the water off of himself,The dog is dry.,4
A man in a unique costume is playing the bagpipes while some people stare at him.,A woman in a unique costume is playing the bagpipes while some people stare at her.,4
Man in Scottish garb playing the bagpipes on a rainy day on the sidewalk.,A woman in Scottish garb playing the bagpipes on a rainy day on the sidewalk.,4
A woman with heavy makeup is standing next to a red light sign.,A man with heavy makeup is standing.,4
A man sitting on the sidewalk photographed at an angle that makes him look headless.,A woman sitting on the sidewalk photographed at an angle that makes her look headless.,4
A young fair-skinned boy rides a play horse at a playground.,The boy is dark-skinned.,4
A man walking up some steep steps carrying a bag.,A woman is walking down the steps.,4
A man climbs up a large flight of stone steps.,A man falls to his death down stone steps.,4
The baby in the crib is crying.,The baby smiling and laughing.,4
A group of people talking at tables.,The people are sitting silently.,4
Man standing on the edge of rocks near an ocean.,Woman standing on the edge of rocks near an ocean.,4
"A girl with a long, curly, red-hair and green eyes.",a guy,4
Small blond child with a bright red shirt smiles while sitting inside a Lexmark box.,Small blond man with a bright red shirt smiles while sitting inside a Lexmark box.,4
"We need to look at the implications that these differing roles have for a range of issues, such as SES core competencies, performance standards, recruitment sources, mobility, and training and development programs.",We can completely ignore the implications of the roles on mobility.,4
You have to walk through it).,You can stay where you are.,4
He had forgotten about Adrin.,He remembered Adrin all this time.,4
"In the case of speech, Fiss appears to believe that the reason the American public is less enlightened than he would wish it to be concerning matters such as feminism, the rights of homosexuals, and regulation of industry is that people are denied access to the opinions and information that would enlighten them.","People in America are very well informed on controversial topics, according to Fiss.",4
"Thus, the net scale benefit is initially positive, whether or not we adjust for the wage premium.",Initial net scale benefits are negative when adjusted for the wage premium.,4
But there's SOMETHING.,There's absolutely nothing in there.,4
"It's easy to overdose on the many temples, palaces, and museums in India.",You'll find a scarcity of palaces and temples across India.,4
It was utterly mad.,It was perfectly normal.,4
"That's it. The girl looked at him, then passed her hand across her forehead.",The girl turned away from him and kept her hands still.,4
"Across the river from the city, it has superb views; rooms are very contemporary in design.",It has terrible views of the parking lot.,4
"If not the most beautiful, the chateau is certainly the most formidable in the Loire Valley, a real defensive fortress, its black ramparts still forbidding despite having had their towers decapitated on the orders of Henri III.",The chateau is certainly the least formidable in all of the Loire Valley.,4
"In Japan, Mainichi Shimbun criticized the new Liberal Democratic Party leader Keizo Obuchi for being devoid of fresh ideas for reviving the Japanese economy.",Mainichi Shimbun approved of Keizo Obuchi's efforts toward improving the economy.,4
uh but you could fill a whole bunch of uh holes with these things i used to i used to advertise buying wheat pennies um i'd give a dollar a roll which two cents a piece which is basically overpriced,I used to try to sell wheat pennies.,4
The air is warm.,The frigid air caught them all by surprise.,4
"Unsurprisingly, golfing is prohibitively expensive.",Golf is a cheap past time so lots of people do it.,4
"If anything, ultimate fighting is safer and less cruel than America's blood sport.",Nothing is a dangerous as ultimate fighting.,4
"The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.",The Ile Saint-Louis is adored by the poor in Paris.,4
Enthusiasm for Disney's Broadway production of The Lion King dwindles.,Audiences for The Lion King on broadway are still turning out in record numbers.,4
more of a football powerhouse up there i guess,He's terrible at football there.,4
yeah TI people yeah and so i just figured no it's just this area you know,"No, I figured is was all areas.",4
I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.,I hope that no key parties take steps to address problems.,4
"Yes, it does, admitted Tuppence.","Tuppence admitted that no, it didn't.",4
you know and he he was talking about that he was talking about nobody went broke over paying thirty percent,He talked about how everybody who paid 30 percent eventually went broke.,4
and they're fairly close to the water aren't they i mean they're right on the late,They're a distance from the water aren't they.,4
Snap Judgment,Judgments take a long time to make.,4
Closed on Friday.,Open on Friday.,4
The finest is the huge conical-roofed Tomb/Pillar of Absalom (King David's son).,"The tomb/pillar of Absalom is small and modest, despite its historical significance.",4
now that's a good idea,That's a really bad idea.,4
"You claw your way into a position to get your calls returned by actually breaking stories, but that reward is empty.",The rewards are very fulfilling if you break stories.,4
"Anyway, she was found dead this morning.""",She was still alive.,4
oh yes how well i know i was laid off last year but i was i was lucky because i was one of the first groups to go,My group was the very last group to get laid off.,4
"So far, however, the number of mail pieces lost to alternative bill-paying methods is too small to have any material impact on First-Class volume.",The amount of lost mail is huge and really impacts mail volume,4
paid back down it uh,The debt was left to accumulate.,4
"Thus, the imbalance in the volume of mail exchanged magnifies the effect of the relatively higher rates in these countries.",The balance of ingoing and outgoing mail is completely even.,4
"This having come to his stepmother's ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard. ",A love affair sparked just moments before her death.,4
"Most large hotels will have a floorshow featuring music and dance, including a voluptuous belly-dancer, who will introduce the audience to the art of gyrating Egyptian style.",Belly-dancers have been banned from the floor shows.,4
"A museum inside the building gives intriguing insight into the life and heyday of the their rich costumes, their scimitars, and rifles inlaid with bright jewels and silver and a horrible bludgeon with a double serrated edge.",There is a museum that is outside next to the building.,4
Brit  Now that would be a good debate!,That would be a horrible debate.,4
"Part of the original design, they were destroyed by Emperor Aurangzeb, who refused images susceptible to idolatry.",All of the original design has been destroyed by Emperor Aurangzeb.,4
Expenses included in calculating net cost for education and training programs that are intended to increase or maintain national economic productive capacity shall be reported as investments in human capital as required supplementary stewardship information accompanying the financial statements of the Federal Government and its component units.,Net cost for education programs can be calculated as a way to decrease productivity.,4
ooh that does get high yeah i mean,"No, that stays pretty low overall. ",4
"More detailed implementation plans also will be necessary to address business system, processes, and resource issues.",Less detailed plans will be necessary to address business systems,4
I am asserting my membership in the club of Old Geezers.,I am denying I am a member of the club of Old Geezers.,4
oh really it wouldn't matter if we plant them when it was starting to get warmer,It is better to plant when it is colder.,4
yeah okay yeah those games are fun to watch you you you watch those games,Those games are really boring.,4
profit rather,Losses rather.,4
away from the children,Close to the kids,4
"Also, lack of winter freezes means that mites normally killed off by the cold will survive.",During the heat wave the mites burst into flames.,4
Tuppence frowned.,Tuppence beamed with delight.,4
"Other pundits beam their opinions at us as through a time warp, from the hazy days of past administrations.",The experts give opinions from current administrations.,4
The logic of analysis in case studies is the same,The logic for the case studies is different from other types.,4
million in savings this year.,Millions was lost in just one year.,4
IDAs are special in that low-income savers receive matching funds from federal and state governments as well as private sector organizations as an incentive to save.,IDAs are special in that low-income savers receive differing funds from federal and state governments.,4
" From Sant Francesc, take the road that leads south to Cap Berber?­a (the southernmost point in the Balearics).",Cap Berbera is located north of Sant Francesc.,4
The doctor accepted quite readily the theory that Mrs. Vandemeyer had accidentally taken an overdose of chloral.,Mrs. Vandemeyer took an appropriate does of chloral.,4
Thorn held a sword different from any Ca'daan had ever seen.,Ca'daan was used to seeing people hold swords like Thorn held it.,4
The man shifted slightly and cut the spear out of the air.,The man watched motionlessly as the spear fell.,4
well the floor was uneven you know,the floor was perfectly smooth and flat,4
"All of a sudden I sat down on the edge of the table, and put my face in my hands, sobbing out a 'Mon Dieu! ",I sat down on the table and started laughing out loudly.,4
"Given the limits on the WTO's jurisdiction, it was probably unreasonable of Kodak to expect a real victory.",Kodak was totally justified in expecting a victory.,4
Go now.',Stay.,4
because we don't always read the newspaper sometimes it just sits around for a while and then we just chuck it,We save all of our old newspapers whether we read them or not.,4
we're thinking about putting one of those in,We are considering taking one those out.,4
I like ethnic humor.,I hate racial jokes.,4
Three more days went by in dreary inaction.,The next three days were packed with action.,4
"Hindus then went on the rampage through Sikh communities, resulting in a round of communal violence.",The Hindus peacefully protested against the Sikhs.,4
"Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.",Local advertisements are beautiful.,4
"To assist programs with implementing these web sites, the Northwest Justice Project and ProBonoNet in New York are hiring 2 full-time circuit riders to assist grantees with content management and to ensure that each web site supports the entire state justice community.",The Northwest Justice Project and ProBonoNet in New York will fire more people.,4
"We are assured of success?""","""We are going to fail, aren't we?""",4
"This marvelous Victorian-Gothic building is famous for the fanciful,civil stone carvings around the base of its pillars (one pillar, reputedly depicting the club members, shows monkeys playing billiards).",The Victorian-Gothic building is famous for their rude members.,4
That's why we tried to kill you.,That's why we saved your life.,4
yeah they were my best team for a while,They were always the worst team ever.,4
Time reports that Harrer denies having known she was.),Harrer admitted that he was will aware that she was.,4
Weencourage to receiving comments from the readers of this paper.,They discourage people from making comments about the paper.,4
"We're going to try something different this morning, said Jon.",Jon thought everything should stay the same way it was.,4
"Lie back, and DON'T THINK.",Stand up and start thinking.,4
but i've lived up here all my life and i'm fifty eight years old so i i could,I have moved somewhere else in my life.,4
"Always Sacrilegious, Always Coca-Cola.)",Always respectful of Jesus.,4
The number of steps built down into the interior means that it is unsuitable for the infirm or those with heart problems.,The interior is well suited for those with cardiac issues.,4
"Placido Domingo's appearance on the package, compellingly photographed in costume as the ancient King of Crete, (Anthony Tommasini, the New York Times ) is the main selling point for this new recording of one of Mozart's more obscure operas--a fact that does not make critics happy.",Placido Domingo's appearance is absolutely atrocious and uncompelling.,4
And these are tough times for reviewers in general.,Times have never been easier for reviewers.,4
"There is a roller coaster up there as well, but experienced riders consider it too slow and uneventful despite the altitude.",Experienced riders think that the roller coaster is too fast and scary.,4
"The Black River, at 71 km (44 miles), is the longest in Jamaica; it was an arterial route used to transport rum and lumber from the inland plantations.",The Black River is said to be the shortest in Jamaica.,4
"The mansions have been downgraded to consulates since the capital was transferred to Ankara in 1923, and modern shops and restaurants have sprung up.",The city of Ankara has always been retained as the capital of the nation.,4
"Rather, kids today are not only little bundles of joy but also are perhaps the ultimate symbols of worldly success and status.","Kids today are not bundles of joy, and are symbols of failure. ",4
"On the days I go to my office, I wear a flannel shirt with no necktie if the weather is cool.","On hot days, I wear a flannel shirt to the office. ",4
"However, the other young lady was most kind. ",I was told to leave immediately by the other young lady who was rather unkind to me.,4
"Nothing prior to May 7, 1915.","Everything is before May 7, 1915.",4
"She gave the girl clothes and gifts and took her to her Connecticut estate for weekend pony rides, according to the Star . How was I supposed to compete with that?","She gave the boy clothes, gifts and pony rides. That's hard to compete with.",4
That would be a tenfold increase in the Internet's share.,That would be a tenfold decrease in the Internet's share.,4
"Not quite as large is the Papal Crose commemorating Pope John Paul II's visit in 1979, when more than one million people gathered to celebrate mass.",Less than a million people celebrated mass during Pope John Paul II's visit in 1979.,4
This step of the analysis employs complex computer models that simulate the transport and transformation of emitted pollutants in the atmosphere.,The analysis is done on simplistic computers,4
Flying at a discount should be more dangerous.,It's totally safe to take advantage of discounted flying.,4
yeah that's that's a significant step yeah,"No, that is an insignificant step.",4
I've always jumped on sentiment and here I am being more optimistic than anybody.,"I've always been soft at heart, but now I'm being more pessimistic than ever in my life.",4
yeah well i i started uh studying mathematics basically because i was really good at that in high school,My worst subject in high-school was mathematics.,4
"Clearly, yes.","Clearly, no. ",4
Cabourg is the most stately of the old Channel resorts.,Cabourg is the least stately of the old Channel resorts.,4
i mean that's a real attractive option if you have the the technology for it all it was was you know i mean she just used a phone modem and she was same like she was sitting in the office,She used a phone modem but it was very different than if she were in the office.,4
There would be little benefit to national saving from allowing early access to mandatory accounts with set contribution levels-which has been proposed for Social Security (see Q4.,There would be a great benefit to national saving,4
"Component modularization and prefabrication off-site can reduce the amount of time cranes are needed on a site, as well as provide opportunities to reduce project schedules and construction costs and to concentrate jobs locally at the prefabrication facility.","When work is done off-site, such as prefabrication, it increases the time cranes are need on a site and raises construction costs.",4
He fell in love with Monica Lewinsky--and even told her he wanted to be with her when he left office.,He hated Monica and wanted nothing to do with her after leaving the office.,4
Growth & expand,Shrinking.,4
"After their savage battles, the warriors recuperated through peaceful meditation in the peace of a Zen monastery rock garden.",The warriors had savage unpeaceful battles at a Zen monastery rock garden.,4
Finally the woman opened her eyes feebly.,She kept her eyes firmly closed.,4
2) This particular instance of it is horrid.,The instance is glorious.,4
"So is the salt, drying in the huge, square pans at Las Salinas in the south.",Pepper is made wet in Las Salinas.,4
oh my  uh-huh uh-huh start talking,Please stop talking.,4
"Punditus Interruptus, The Final ",The Beginning of Punditus Interruptus,4
Scotland became little more than an English county.,Scotland was far greater than an English county.,4
yeah well losing is i mean i'm i'm originally from Saint Louis and Saint Louis Cardinals when they were there were uh a mostly a losing team but,The St. Louis Cardinals have always won.,4
excessively violent i was worried it's like golly if kids start imitating that,"It was non-violent, so it would be great for the kids to follow their lead.",4
"His mother died when he was young, and he was adopted by the Brodkeys.",He was made to live in an orphanage when his mother died.,4
It was going to be a hot day.,It was a very cold day.,4
Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture and are unfair,Pro-choices say the close-up images are fair.,4
"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the old system reflects that diversity,4
"Four or five from the town rode past, routed by their diminished numbers and the fury and tension of the Kal and Thorn.",Kal and Thorn were very relaxed.,4
He seemed too self-assured and secured.,He is insecure.,4
We are concerned that the significant emissions reductions are required too quickly.,We are completely unconcerned about emissions.,4
right well the warmth that developed between them and again it i think was a picture of relationships,Their relationship was cold and meaningless.,4
"Search out the House of Dionysos and the House of the Trident with their simple floor patterns, and the House of Dolphins and the House of Masks for more elaborate examples, including Dionysos riding a panther, on the floor of the House of Masks.",The floor patterns of the House of the Trident are very intricate.,4
"But for some recipients, there is a downside to the checks from Anthem Inc., issued to policyholders as part of the insurer's conversion to a publicly traded company.",There is only an upside to anthem's check,4
"New York Times Book Review Editor Charles McGrath, a former deputy to William Shawn at the New Yorker , calls Lillian Ross' memoir about her affair with Shawn on occasion factually inaccurate or misleading and a betrayal of Shawn's high editorial principles.",McGrath claims that everything in the memorial was accurate.,4
A small page-boy was waiting outside her own door when she returned to it.,"The page-boy she'd been expecting was gone, having waited too long for her to return.",4
"The collection and indeed the building itself is not huge or overbearing, allowing visitors to relax and enjoy the art perhaps more than is possible in such massive galleries as the Louvre or Rijksmuseum.",The Louvre and the Rijksmuseum are incredibly small galleries in comparison.,4
"Come in,sit down, will you?"" Tuppence came in and sat down on the chair facing him.",He told Tuppence to get out.,4
"Still Bork waited, staring upwards.","Bork stared at the ground, giving up on waiting.",4
His failure will endure.,The man will always be remembered for his massive success.,4
The great breathtaking bright Italian adventure remains the road.,"The road is dull, and best to be avoided. ",4
"These 900 hectares (2,224 acres) of parkland on the western edge of the city constitute one of Baron Haussmann's happier achievements.",Baron Haussmann regrets implementing the 900 hectares of parkland on the western edge of the city.,4
"One reason for the high value of MLB teams is the prospect of new, publicly financed ballparks . Owners in Baltimore, Cleveland, Chicago, Denver, and Texas have all reaped major profits from these new facilities, built at little or no cost to the teams.","New facilities were built at very high costs to MLB teams, giving little profit to their owners.",4
"This testing of the marketplace may involve informal surveys ,also may range from written or telephone contacts with knowledgeable federal and non-federal experts regarding similar or duplicate requirements and the results of any market test recently undertaken, to the more formal sources-sought announcements in pertinent publications (e.g.",This marketplace testing should involve only formal surveys.,4
The last 12 years of his life are a blank.,He recalls every expressive moment of the last 12 years in excruciating detail,4
"The Joint Venture which has so amply justified itself by success!"" It was drunk with acclamation.",There was no justification for The Joint Venture as it was unsuccessful.,4
This usage points to yadda yadda yadda 's larger social  It suggests that an ever-larger percentage of the content of everyday communication can be correctly anticipated--probably owing in part to the sheer repetition of words and arguments in the various public media.,It says a smaller percentage of the content of communication can be expected.,4
"Oh, what a fool, ashamed I feel! ",I am beyond proud.,4
"GAO's recommendations are intended to positively improve the economy, efficiency, and effectiveness of an agency's operations and to improve the accountability of the federal government for the benefit of the American people.",The GAO's recommendations are intended to negatively impact the effectiveness of an agency.,4
um-hum what is your worst then,What is your best?,4
um yeah that sounds kind of neat and clever uh is location at all important to you like you know how far it is from your house or whatever,That sounds really stupid.,4
My usual and often partner.',This is my partner I use very seldom.,4
"If the company makes money on the policy, other insurers are expected to follow.",If the company loses money on the policy then other insurers will copy them.,4
"Poor Dave, she said as she was sad for her.",She was happy for Dave.,4
and uh uh so i've i've just been real pleased and my step father happens to work and appointed at a Ford dealership and that makes things a little easier come car time but,My step father just got fired from the Ford dealership.,4
"After considering comments of the Postal Service and other participants, the Commission found the proposal problematical, and declined to pursue it.",The Commission really liked the proposal and opted to pursue it.,4
"A clean, wholesome-looking woman opened it.",The dirty old man closed it.,4
But the third try worked as a success.,The third try was even more of a failure than the second try.,4
"Two separate, exhaustive shots posted simultaneously?",These shots will be posted at different times.,4
"It hopes to bring on another 25 or 35 people when the new building being builded, opens next fall.",They are set to demolish the building in the fall.,4
The truth?,That's a lie.,4
"The remaining parts of the north, although enticing, are difficult to explore.","The north's remainder is quite simple,easy to explore and self-explanatory even for beginners.",4
"Under the budget deal, by 2002, national defense will increase to about $273 billion a year compared with $267 billion now.",The national defense budget will decrease by 2002.,4
"The main gate of the churchyard leads out to Greyfriars Place, and across the street you will find an excellent and a significant view of one of Scotland's newest museums.","Across the street from the churchyard there is a forrest, with little view of anything other than trees. ",4
How effectively DOD manages these funds will determine whether it receives a good return on its investment.,The DOD is certain to have a bad return on these funds.,4
Fixing current levels of damage would be impossible.,The damage will be possible to be fixed next week.,4
It must be a difficult situation for you all.,Everyone should find the situation easy.,4
"The gardens are among the most impressive and greatest in Europe, and take in a view of the Sugar Loaf Mountain as part of their design.",The gardens are totally unimpressive.,4
In few other modern cities are you likely to see such a variety of costumes.,Many modern cities host many different types of costumes.,4
Closed on the Sabbath.,Sabbath is open.,4
"Pat Buchanan followed immediately behind, handing out smallpox-infected blankets and bottles of whiskey.",Pat Buchanan led the group.,4
uh high humidity,Cold and dry.,4
It is that prospect that may bring Republicans together to defend a CPI everyone knows is inaccurate.,Everyone knows that the CPI is the most accurate.,4
"Cave 31 tries to emulate the style of the great Hindu temple on a much smaller scale, but the artists here were working on much harder rock and so abandoned their effort.",Cave 31 ran into problems because it was made of rock that was too soft and not able to hold its shape.,4
"Sitting up at night is always rather jumpy, she confessed.","She stated, ""Sitting up at night is relaxing.""",4
Near Jerusalem,It is very far from Jerusalem.,4
"This explains the presence in Guangzhou of the Huaisheng Mosque, reputed to be China's oldest mosque, and traditionally dated a.d. 627.",The Huaisheng Mosque is China's youngest mosque.,4
approaches to achieving missions vary considerably between agencies.,Approaches to achieving missions changes very little and insignificant.,4
What stupids girls are!,They believed girls to be the more intelligent gender.,4
well um i uh exercise regularly i work at a university and i swim almost everyday so I am a fit person,I am a lazy unfit person.,4
yes everybody in the country is preapproved i think,Nobody in this country will be approved,4
"A fine Crusader arch leads down a dimly-lit broad stairway to the dark subterranean Church of the Assumption, a Greek Orthodox church.",The bright and airy Church of the Assumption has plentiful windows to let in the sunlight.,4
"When we encounter the young woman again, she has taken a job,is employed as the live-in domestic at a huge and crumbling Roman townhouse belonging to an English loner named Jason Kinsky (David Thewlis).","When we encounter the young woman, she was unemployed.",4
"If she wasn't, how would they have known Jane Finn had found the papers?",How would they know that Jane Finn had lost the papers?,4
well this is real interesting that you're as far away as you are because i really thought this was uh uh we're,"you're so nearby, it's surprising.",4
Net nonfederal saving,Gross federal saving,4
"It is the official solution, Liq. ","This is an unofficial solution, Liq.",4
you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more,You can see that they hate this line of work.,4
"Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.","Down here, you can see the gold mines from the old explorers, you are way lower than the sea level, so be careful.",4
you know it took away a lot of of time from them we did go out to you know to the places that you typically take children to and we had a lot of fun but it seems as though the time went by so fast that,Time went by so slow and we were extremely bored.,4
"Generally, if pH of scrubbing liquor falls below a range of 5.0 to 6.0, additional reagent is required to maintain the reactivity of the absorbent."," if pH of scrubbing liquor becomes above a range of 5.0 to 6.0, additional reagent is required",4
"His vigorous strides soon enabled him to gain upon them, and by the time he, in his turn, reached the corner the distance between them was sensibly lessened.","His short, feeble strides soon left him trailing far behind.",4
Very simply.,In a complicated way.,4
So many seemingly contrary and opposing factors combine to make it unique.,It is very bland and common place.,4
"Finish it, someone yelled.","Start it and keep going, someone yelled.",4
"She was a very good mistress to me, sir.",She was a bad mistress.,4
right after the war,Before the war started.,4
" Other villages are much less developed, and therein lies the essence of many delights.",The other villages are greatly developed.,4
They drive it around the country in a dilapidated ice-cream truck trying to keep it cool.,They drove around a brand new ice cream truck to make sure they could keep it cold.,4
4) Not enough is known about how nontransportation costs vary with distance.,There's more than enough known concerning the ways in which costs associated with nontransportation change according to the distance.,4
He reverted to his older point of view.,He had new views.,4
The large scale production of entertainment films is a phenomenon well worth seeing several times and is bright.,The production of entertainment films can be dull.,4
"Oh! I exclaimed, much relieved. ","I shrieked in terror at the thought, and almost barfed.",4
"All of them slept in one cave on animal skins, a single large clay pot cooked all of their food.",They used multiple clay pots to cook their food.,4
"In fact, you're going to be rewarded.","Sorry, you're going to be fined.",4
"The Santa Monica Pier is the coastal setting for the Twilight Dance Series, a selection of cheap, almost free summer concerts arranged each year.",The Twilight Dance Series offers concerts for steep prices.,4
"The most important directions are simply up and up leads eventually to the cathedral and fortress commanding the hilltop, and down inevitably leads to one of three gates through the wall to the new town.","Go downwards to one of the gates, all of which will lead you into the cathedral.",4
and the like a guy does it and he has his own pigs,He doesn't have any pigs so he borrows them.,4
LASNNY is one of the oldest and most cost-effective legal services organizations in the United States.,LASNNY is an new legal services organization.,4
"It's very hard to believe, for anyone who knows me well, but I was actually speechless for a period, Zelon said.",Zelon was just as talkative as always and never had a moment of speechlessness.,4
Beyond the facade there are cavernous empty rooms.,The rooms past the facade are filled and cluttered with furniture.,4
the the Iranian borders are still open uh from what i understand understand um,The borders of Iran are closed.,4
"When we leave the house we shall be followed again, but not molested, FOR IT IS Mr. BROWN'S PLAN THAT WE ARE TO LEAD HIM.",Nobody will follow us when we leave the house this time.,4
"To their good fortune, he's proving them right.",He is showing that they are wrong.,4
The door opened and Severn stepped out.,The door closed as soon as Severn stepped in.,4
With him was the evil-looking Number 14.,Number 14 looked very innocent.,4
yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff,The bins move around and are very plain.,4
um-hum with the ice and cold yeah,With the sunshine and heat wave yes.,4
yep that's what he's worried about the trees or a bush because lilac bushes they they grow fast some people uh would really like to have them and then the people that do have them they spread and they sprout all over their their lawn,He's not worried about the trees. Lilac bushes take a long time to grow and are slow.,4
"However, the specific approaches to executing those principles tended to differ among the various sectors.",Specific approaches to each principle is the same in each sector.,4
"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",Most of the workplace is based indoors.,4
Tuppence rose.,Tuppence remained seated.,4
"Because of the casualties, Lind says, the United States would eventually have had to leave Vietnam anyway.",Lind thought the US would stay in Vietnam forever.,4
"explanations, and to corroborate findings.",To contradict findings and explanations.,4
Decline and Decadence,Rising and trashy.,4
Jon's feeling of old age and weariness must have shown.,Jon was feeling young and spry.,4
Sabbath is open.,"Sabbath is closed, but until next year.",4
… I succeeded in my false career.,I failed in my false career.,4
He spoke good about the area's natural features.,He spoke ill of the area's natural features.,4
"Publicity.' Lincoln removed his great hat, making a small show of dusting it off.",Lincoln put his hat on.,4
I am a lacto-vegetarian.,"I eat meat all of the time, I am a non vegetarian.",4
oh  that's accommodating,That is unobliging.,4
"In the north, the cold snowcapped Alps and jagged pink pinnacles of the Dolomites; the gleaming Alpine-backed lakes of Como, Garda, and Maggiore; the fertile and industrial plain of the Po, stretching from Turin and Milan across to ancient Verona; the Palladian-villa studded hills of Vicenza; and the romantic canals of Venice.",The Alps are always hot.,4
they take the football serious,They think football is unimportant and can be neglected.,4
Jon's defense began to weaken and slow.,Jon felt stronger and more defensive than ever.,4
i know that you know the further we go from Adam the worse the food is for you but God still somehow makes us all be able to still live i think it's a miracle we're all still alive after so many generations well the last couple of processed foods you know i mean but i don't know i like to i like to my i like to be able to eat really healthy you know what am saying and i guess i'm going to have to wait for the millennium i think though because i do don't think we're going to restore the earth to you know i think Jesus is the only one that can make this earth be restored to what it should be,"The further from Adam we go, the better the food become for you.",4
It vibrated under his hand.,"It sat in his hand still, devoid of movement or sound.",4
"The unintended side effect is radical, direct  In what other state do voters set the tax rates?",There is a radical side effect that was intended.,4
The relatively small crowds mean that fans sit close to the action.,Fans sit far from the action.,4
He touched it and felt his skin swelling and growing hot.,His skin was cold and clammy.,4
"The park is a beautiful, graceful and elegant expanse with fine views of the mountains, much loved by Dubliners since it was first opened to the public in 1747.",The park is ugly and you can't even see the mountains.,4
